,program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,workout_frequency,primary_level,primary_goal,training_style,intensity_score
1066,FP001067,Balanced General Fitness Method,"Hybrid program combining power and hypertrophy training across 4 weekly sessions.

This 6-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Advanced trainees looking to improve General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include strategic deloads, supersets for efficiency, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy",['Advanced'],['General Fitness'],Garage Gym,6,75,226,4,Advanced,General Fitness,Other,9.0
1067,FP001068,5-Day PHUL (Power Hypertrophy Upper Lower) Split,"Comprehensive split with 2 power days followed by 3 hypertrophy days for complete development.

This 6-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Novice lifters seeking improvements in Athletics, General Fitness, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include supersets for efficiency, drop sets for muscle fatigue, rest-pause techniques.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Novice'],"['Athletics', 'General Fitness', 'Bodybuilding']",At Home,6,120,302,3,Novice,Athletics,Body Part Split,7.0
1068,FP001069,Push/Pull/Legs (PPL) Powerlifting Program,"Advanced training split for targeted development of specific muscle groups.

This 11-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced, Novice lifters focusing on Strength, Powerlifting, Weight Loss.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Back
Tuesday: Shoulders
Wednesday: Legs
Thursday: Arms
Friday: Rest
Saturday: Chest","['Advanced', 'Novice']","['Strength', 'Powerlifting', 'Weight Loss']",Full Gym,11,90,493,5,Advanced,Strength,Body Part Split,10.0
1069,FP001070,Full Body with Specialization Bodyweight Fitness Program,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 16-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Novice lifters focusing on Bodyweight Fitness, Athletics, Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Thursday: Upper Body
Friday: Lower Body",['Novice'],"['Bodyweight Fitness', 'Athletics', 'Powerlifting']",At Home,16,50,474,4,Novice,Bodyweight Fitness,Upper/Lower,6.0
1070,FP001071,ULPPL Bodybuilding Program,"Popular 6-day training split focusing on related muscle groups each session.

This 13-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Beginner trainees pursuing General Fitness, Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Beginner'],"['General Fitness', 'Powerbuilding']",Garage Gym,13,80,472,6,Beginner,General Fitness,Push/Pull/Legs,8.0
1071,FP001072,PowerBuild Advanced,"Alternating between pushing and pulling exercises across a 4-day training split.

This 7-week Push/Pull program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Tuesday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],['Bodybuilding'],Full Gym,7,120,327,4,Novice,Bodybuilding,Body Part Split,8.0
1072,FP001073,6-Day PHUL (Power Hypertrophy Upper Lower) Split,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 14-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice, Intermediate, Advanced lifters focusing on Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include strategic deloads, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Arms
Tuesday: Legs
Wednesday: Rest
Thursday: Back
Friday: Chest
Saturday: Shoulders","['Novice', 'Intermediate', 'Advanced']",['Athletics'],Dumbbell Only,14,120,600,5,Novice,Athletics,Body Part Split,9.0
1073,FP001074,BeastTraining Pro,"Balanced full-body workouts performed 2-4 times weekly with emphasis on progressive overload.

This 14-week full body program includes 2 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner trainees seeking Powerbuilding, General Fitness, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, supersets for efficiency, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Full Body
Friday: Full Body",['Beginner'],"['Powerbuilding', 'General Fitness', 'Bodybuilding']",Garage Gym,14,45,383,3,Beginner,Powerbuilding,Full Body,4.0
1074,FP001075,6-Day ULPPL Split,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 11-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Novice, Intermediate, Beginner trainees looking to improve Strength, Bodyweight Fitness, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy","['Novice', 'Intermediate', 'Beginner']","['Strength', 'Bodyweight Fitness', 'Bodybuilding']",Garage Gym,11,90,390,4,Novice,Strength,Other,8.0
1075,FP001076,6-Day Push/Pull/Legs (PPL) Split,"Traditional bodybuilding split focusing on one or two muscle groups per workout.

This 15-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice, Beginner, Advanced lifters focusing on Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include periodized intensity and volume, strategic deloads.

Weekly Schedule:
Monday: Back
Tuesday: Arms
Wednesday: Legs
Thursday: Shoulders
Friday: Rest
Saturday: Chest","['Novice', 'Beginner', 'Advanced']",['Powerbuilding'],Garage Gym,15,45,424,5,Novice,Powerbuilding,Body Part Split,7.0
1076,FP001077,TitanHypertrophy X,"High-volume approach dedicating entire sessions to specific muscle groups.

This 9-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Beginner, Intermediate lifters focusing on General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include strategic deloads.

Weekly Schedule:
Monday: Legs
Tuesday: Rest
Wednesday: Back
Thursday: Arms
Friday: Chest
Saturday: Shoulders","['Beginner', 'Intermediate']",['General Fitness'],Garage Gym,9,70,218,5,Beginner,General Fitness,Body Part Split,7.0
1077,FP001078,Hypertrophy Fitness Strategy,"Structured 4-day split focusing on strength for upper/lower followed by hypertrophy for upper/lower.

This 14-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Novice trainees looking to improve General Fitness, Muscle & Sculpting, Strength.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy",['Novice'],"['General Fitness', 'Muscle & Sculpting', 'Strength']",Garage Gym,14,60,398,4,Novice,General Fitness,Upper/Lower,7.0
1078,FP001079,3-Day ULPPL Split,"Maximum frequency training approach for experienced lifters.

This 1-week ULPPL program includes 5 training sessions per week, structured to optimize gains for Advanced, Intermediate, Beginner individuals pursuing Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training","['Advanced', 'Intermediate', 'Beginner']",['Powerlifting'],At Home,1,50,26,6,Advanced,Powerlifting,Push/Pull/Legs,10.0
1079,FP001080,5-Day ULPPL Split,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 14-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, rest-pause techniques.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Advanced'],['Powerlifting'],At Home,14,50,600,5,Advanced,Powerlifting,Body Part Split,9.0
1080,FP001081,Performance Bodyweight Fitness Method,"High-frequency, high-volume approach for experienced lifters seeking maximum gains.

This 12-week ULPPL program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Bodyweight Fitness, Athletics, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Thursday: Training
Saturday: Training
Sunday: Training",['Advanced'],"['Bodyweight Fitness', 'Athletics', 'Bodybuilding']",Garage Gym,12,70,427,6,Advanced,Bodyweight Fitness,Push/Pull/Legs,10.0
